timestamp,title,price,original_price,shipping,item_url
2025-03-22 13:51:06,ORIGINAL BATTERY SAMSUNG EB-BN980ABY GALAXY NOTE 20 5G SM-N980F/DS SM-N981U OEM,US $28.00,US $28.00,,https://www.ebay.com/itm/135102614669?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474
2025-03-22 13:51:06,Genuine / Official Apple iPhone 13 Silicone MagSafe Case / Cover - Blue Jay,US $43.83,US $63.19,,https://www.ebay.com/itm/374184094391?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474
2025-03-22 13:51:06,Apple AirTag Bluetooth GPS Tracker Silver MX532AM/A A2187 For iPhone & iPad,US $22.95,US $22.95,,https://www.ebay.com/itm/296373153889?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014474
2025-03-22 13:51:06,Taramps DS 4000x4 2 Ohms Amplifier 4 Channels 4000W RMS - by Taramps,US $340.00,US $340.00,,https://www.ebay.com/itm/356206361583?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450
2025-03-22 13:51:06,Taramps DS 2000x4 2 Ohms 2000 Watts RMS 4-Channel 500x4 Watts RMS Class D,US $217.99,US $217.99,,https://www.ebay.com/itm/354493911383?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450
2025-03-22 13:51:06,WOLFBOX G840S 12”Mirror Dash Cam 4K Rear View Mirror Dash Camera Front and Rear,US $64.99,US $104.99,,https://www.ebay.com/itm/225914453447?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450
2025-03-22 13:51:06,REDTIGER Dash Cam 4K Front and Rear Dash Camera WiFi GPS with Free 64GB SD Card,US $89.99,US $149.99,,https://www.ebay.com/itm/285320367972?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450
2025-03-22 13:51:06,"REDTIGER F17 4K Dash Cam 3 Channel,5G WiFi Front and Rear Inside,Hardwire kit",US $105.99,US $165.99,,https://www.ebay.com/itm/285949283718?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014450
2025-03-22 13:51:06,"Seagate IronWolf 12TB 7200RPM SATA 6Gb/s 256MB 3.5"" NAS Hard Drive ST12000VN0007",US $133.99,US $133.99,,https://www.ebay.com/itm/166672350380?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456
2025-03-22 13:51:06,"Seagate IronWolf Pro 10TB 7200RPM SATA 6Gb/s 256MB 3.5"" NAS HDD - ST10000NE0004",US $128.99,US $128.99,,https://www.ebay.com/itm/167272951826?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456
2025-03-22 13:51:06,"Seagate Exos 28TB 7.2K RPM SATA 6Gb/s 3.5"" Enterprise HDD - ST28000NM000C",US $334.99,US $334.99,,https://www.ebay.com/itm/296879436001?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456
2025-03-22 13:51:06,MSI SPATIUM Series M482 M.2 2280 2TB PCI-Express 4.0 x4 Internal Solid State Dri,US $152.99,US $152.99,,https://www.ebay.com/itm/386842541654?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456
2025-03-22 13:51:06,Netac 1TB 2TB 512GB Internal SSD 2.5'' SATA III 6Gb/s Solid State Drive lot,US $13.99,US $13.99,,https://www.ebay.com/itm/314555594439?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014456
2025-03-22 13:51:06,"HP OfficeJet 250 Mobile All-in-One Printer | Mobile Print, Scan, Copy | CZ992A",US $389.99,US $489.99,,https://www.ebay.com/itm/155769674699?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472
2025-03-22 13:51:06,New Zebra ZD421 Direct Thermal Desktop Label Printer 203 dpi No Ribbon Required,US $299.00,US $499.00,,https://www.ebay.com/itm/116462122244?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472
2025-03-22 13:51:07,New Zebra ZD421 ZD4AH42-D01E00EZ Direct Thermal Label Healthcare Printer 203 dpi,US $399.00,US $669.00,,https://www.ebay.com/itm/116415636410?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472
2025-03-22 13:51:07,Original Toner HP ColorLaserjet 4700 N DN DTN / 643A Q5950A Q5951A Q5952A Q5953A,US $107.01,US $107.01,,https://www.ebay.com/itm/356206193387?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472
2025-03-22 13:51:07,Sony MDR-7506 Professional Studio Wired Headphone Headset,US $59.79,US $59.79,,https://www.ebay.com/itm/356129102114?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460
2025-03-22 13:51:07,BRAND NEW Harman Kardon Fly TWS True Wireless In-Ear Headphones - Black,US $56.99,US $56.99,,https://www.ebay.com/itm/304719930024?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460
2025-03-22 13:51:07,Sony WF-1000XM5 Truly Wireless Bluetooth Noise Canceling Headphones - Black,US $112.99,US $299.99,,https://www.ebay.com/itm/276015021037?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460
2025-03-22 13:51:07,Soundcore Space Q45 Wireless Headphone Over-Ear Active Noise Cancelling 50h Play,US $79.99,US $229.99,,https://www.ebay.com/itm/383512859307?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460
2025-03-22 13:51:07,Bose SoundSport Wired 3.5mm Jack Earphones Headphones Earbuds Charcoal-Black,US $29.80,US $29.80,,https://www.ebay.com/itm/356129102581?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460
2025-03-22 13:51:07,Canon RF 28-70mm f/2.8 IS STM Lens Canon RF,US $999.00,"US $1,099.00",,https://www.ebay.com/itm/286086611827?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476
2025-03-22 13:51:07,Sigma 18-200mm 1:3.5-6.3 DC OS Bildstabilisiertes Objektiv - für Canon EOS,US $171.86,US $171.86,,https://www.ebay.com/itm/235811156968?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476
2025-03-22 13:51:07,Mamiya / Phaseone 645 Zoom-AF 55-110 4.5 - Top Zustand! RAR,US $539.37,US $539.37,,https://www.ebay.com/itm/186758103412?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476
2025-03-22 13:51:07,"Lomo Smena T-43, 4/40mm, für M39 | Vintage lens",US $74.58,US $74.58,,https://www.ebay.com/itm/305881462174?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476
2025-03-22 13:51:07,SONY Selp18200 ZoomObjectiv Nicht Getestet!,US $377.23,US $377.23,,https://www.ebay.com/itm/226424661312?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476
2025-03-22 13:51:07,BenQ TK860i 3300lm Smart Home Theater Projector 4K HDR Streaming 2D Keystone,US $919.00,"US $1,379.99",,https://www.ebay.com/itm/375807945618?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488
2025-03-22 13:51:07,Taramps DS 4000x4 2 Ohms Amplifier 4 Channels 4000W RMS - by Taramps,US $340.00,US $340.00,,https://www.ebay.com/itm/356206361583?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488
2025-03-22 13:51:07,Sony MDR-7506 Professional Studio Wired Headphone Headset,US $59.79,US $59.79,,https://www.ebay.com/itm/356129102114?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488
2025-03-22 13:51:08,Taramps DS 2000x4 2 Ohms 2000 Watts RMS 4-Channel 500x4 Watts RMS Class D,US $217.99,US $217.99,,https://www.ebay.com/itm/354493911383?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488
2025-03-22 13:51:08,ZOSI H.265+ 16 Channel 5MP Lite HD CCTV DVR for Security Camera System Kit,US $89.99,US $112.49,,https://www.ebay.com/itm/322645934871?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488
2025-03-22 13:51:08,Max/Max 2 - White House Hero DVD - BRAND-NEW and SEALED 9z,US $8.88,US $31.95,,https://www.ebay.com/itm/176908244586?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458
2025-03-22 13:51:08,"Poms (DVD, 2019, Widescreen) Diane Keaton, Jacki Weaver, Rhea Perlman NEW 9z",US $8.88,US $24.95,,https://www.ebay.com/itm/176908181307?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458
2025-03-22 13:51:08,Otto the Rhino DVD 2012 Animated English Version BRAND-NEW Sealed 9z,US $8.88,US $24.95,,https://www.ebay.com/itm/176906606227?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458
2025-03-22 13:51:08,4 Movie Collection Comedy Life / Roscoe Jenkins / Bulletproof / Major Payne 9z,US $11.57,US $28.95,,https://www.ebay.com/itm/176908198807?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458
2025-03-22 13:51:08,Double Feature DVD: The Losers & RocknRolla with Gerard Butler 9z,US $8.88,US $29.95,,https://www.ebay.com/itm/405628328337?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014458
2025-03-22 13:51:08,Lenovo DK1633 40A9 ThinkPad USB-C Dock Station 40A90090US + 90W Power Supply,US $55.00,US $55.00,,https://www.ebay.com/itm/145072664056?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478
2025-03-22 13:51:08,"Xiaomi Mi Computer Monitor Light Bar - , Extra Computer Lighting",US $29.99,US $29.99,,https://www.ebay.com/itm/126003498904?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478
2025-03-22 13:51:08,For iPad Pro 11'' (4/3/2/1) Case | Ringke [Fusion Sketch Stand] for Drawing,US $32.99,US $37.99,,https://www.ebay.com/itm/266921467304?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478
2025-03-22 13:51:08,"For iPad Pro M4 iPad Air M2 M3 11""/13"" [Paper Touch Film] Screen Protector",US $19.99,US $26.99,,https://www.ebay.com/itm/266858951820?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478
2025-03-22 13:51:08,"For iPad Pro Air (M4/M3/M2) 11"" 13"" [Easy Slide Tempered Glass] Screen Protector",US $24.99,US $30.99,,https://www.ebay.com/itm/256693385547?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014478
2025-03-22 13:51:08,Apple iPhone 13 Pro 128GB Unlocked - Excellent,US $357.95,US $357.95,,https://www.ebay.com/itm/403999454004?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466
2025-03-22 13:51:08,Apple iPhone 14 Pro 128GB Unlocked - Excellent,US $446.95,US $446.95,,https://www.ebay.com/itm/405469724990?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466
2025-03-22 13:51:08,Apple iPhone 13 128GB Unlocked - Excellent,US $286.95,US $286.95,,https://www.ebay.com/itm/404240045218?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466
2025-03-22 13:51:08,Apple iPhone 13 128GB Unlocked - Excellent,US $301.99,US $301.99,,https://www.ebay.com/itm/256350256024?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466
2025-03-22 13:51:08,Apple iPhone 13 Pro 256GB Unlocked - Excellent,US $402.95,US $402.95,,https://www.ebay.com/itm/386146593917?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014466
2025-03-22 13:51:08,"Lenovo LOQ 15.6"" FHD 144Hz Gaming Laptop i5-12450HX 12GB RAM 512GB SSD RTX 3050",US $599.99,US $880.99,,https://www.ebay.com/itm/126480962681?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490
2025-03-22 13:51:08,"Seagate IronWolf 12TB 7200RPM SATA 6Gb/s 256MB 3.5"" NAS Hard Drive ST12000VN0007",US $133.99,US $133.99,,https://www.ebay.com/itm/166672350380?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490
2025-03-22 13:51:08,Intel Xeon Gold 6254 3.1GHz 24.75MB 18-Core 200W FCLGA3647 SRF92,US $245.00,US $245.00,,https://www.ebay.com/itm/235898025773?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490
2025-03-22 13:51:09,MSI Cyborg Gaming Laptop Intel i7-13620H RTX 4050 144HZ 1080p 16GB RAM 512GB SSD,US $866.99,"US $1,016.99",,https://www.ebay.com/itm/296534908821?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490
2025-03-22 13:51:09,"Lenovo LOQ-E 15.6"" FHD 144Hz Gaming Laptop i5-12450HX 8GB RAM 512GB SSD RTX 2050",US $499.99,US $699.99,,https://www.ebay.com/itm/126754097392?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014490
2025-03-22 11:52:29,Epson PowerLite 685W WXGA 3500 Lumens 3LCD Ultra-Short Throw Projector,$791.00,"$1,309.00",Free shipping,https://www.ebay.com/itm/176549150155?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400
2025-03-22 11:52:29,Apple iPhone 13 Pro 128GB Unlocked AT&T T-Mobile Verizon Excellent Condition,$359.95,"$1,099.00",,https://www.ebay.com/itm/295182153971?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400
2025-03-22 11:52:29,"ASUS - ROG Zephyrus G16 16"" OLED QHD 240Hz Gaming Laptop - Intel Core Ultra 9...",,"$1,999.99",Free shipping,https://www.ebay.com/itm/326068742080?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400
2025-03-22 11:52:29,"Aura Studio 3, Wireless speaker with beautiful Harman Kardon sound",$99.95,$299.95,,https://www.ebay.com/itm/395535173196?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400
2025-03-22 11:52:29,"Seagate IronWolf 12TB 7200RPM SATA 6Gb/s 256MB 3.5"" NAS Hard Drive ST12000VN0007",$133.99,$189.99,,https://www.ebay.com/itm/166672350380?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400
2025-03-22 11:52:29,Apple iPhone 14 Pro Max 256GB Unlocked Very Good Condition,$539.99,"$1,199.00",,https://www.ebay.com/itm/355896538160?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400
2025-03-22 11:52:29,"HP - Envy 2-in-1 14"" Full HD Touch-Screen Laptop - Intel Core 5 - 8GB Memory ...",,$799.99,Free shipping,https://www.ebay.com/itm/196337568322?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400
2025-03-22 11:52:29,"Lenovo - Legion 7i 16"" Gaming Laptop WQXGA - Intel 14th Gen Core i7 with 16GB...",,"$1,699.99",Free shipping,https://www.ebay.com/itm/326094965111?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400
2025-03-22 11:52:29,"Microsoft Surface Laptop 3 13.5"" Touch Intel i7-1065G7 16GB 256GB SSD - Black",$296.99,$296.99,Free shipping,https://www.ebay.com/itm/356564038856?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400
2025-03-22 11:52:29,Apple iPhone 14 Pro Max 128GB Network Unlocked Very Good Condition,$509.99,"$1,099.00",,https://www.ebay.com/itm/355094939620?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400
2025-03-22 11:52:29,Sony WF-1000XM5 Truly Wireless Bluetooth Noise Canceling Headphones - Black,$112.99,$299.99,,https://www.ebay.com/itm/276015021037?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400
2025-03-22 11:52:29,Apple iPhone 14 Pro A2650 128GB Network Unlocked Very Good Condition,$414.99,$899.00,,https://www.ebay.com/itm/354954088639?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400
2025-03-22 11:52:29,Apple iPhone 16 Pro Max 256GB Unlocked Excellent Condition,$969.99,"$1,699.00",,https://www.ebay.com/itm/356605681295?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400
2025-03-22 11:52:29,"Apple iPhone 7 PLUS 5.5"" GSM Factory Unlocked SmartPhone 32GB/128GB/256GB Good",$89.99,$650.00,,https://www.ebay.com/itm/192666024808?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400
2025-03-22 11:52:29,"Apple iPhone 14, 128GB, Network Unlocked - Excellent Condition",$329.99,$749.00,,https://www.ebay.com/itm/355095079593?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400
2025-03-22 11:52:30,Apple iPhone 13 A2482 128GB Network Unlocked Very Good Condition,$259.99,$699.00,,https://www.ebay.com/itm/354393355064?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400
2025-03-22 11:52:30,Apple iPhone 14 Pro A2650 256GB Unlocked Very Good Condition,$439.99,$999.00,,https://www.ebay.com/itm/355896536737?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400
2025-03-22 11:52:30,Apple iPhone 13 Pro Max 256GB Unlocked - Excellent,$464.95,"$1,199.00",,https://www.ebay.com/itm/364007273533?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400
2025-03-22 11:52:30,Apple iPhone 13 128GB Unlocked - Very Good,$276.95,$699.00,,https://www.ebay.com/itm/404240048516?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400
2025-03-22 11:52:30,"Acer Aspire 3 15.6"" Laptop 512GB AMD Ryzen 7 5700U 1.8GHz Certified Refurbished",$287.99,$599.99,,https://www.ebay.com/itm/256553867657?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400
